Pokemon Id,Pokedex Number,Pokemon Name,Game(s) of Origin,Generation,Alternate Form Name,Legendary Status,Legendary Type,Pre-Evolution Pokemon Id,Evolution Details,Level of Evolution,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Special Event Ability,Male Ratio,Female Ratio,M:F Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count
364,240,Magby,Gold,2,,False,NA,,NA,,0.7,21.4,Fire,NA,Flame Body,NA,Vital Spirit,,75.0,25.0,75.0:25.0,50,45,75,37,70,55,83,365,0,0,0,0,0,1,1,45,Medium Fast,1000000,No Eggs,NA,25
365,241,Miltank,Gold,2,,False,NA,,NA,,1.2,75.5,Normal,NA,Thick Fat,Scrappy,Sap Sipper,,0.0,100.0,0.0:100.0,50,95,80,105,40,70,100,490,0,0,2,0,0,0,2,45,Slow,1250000,Field,NA,20
366,242,Blissey,Gold,2,,False,NA,147.0,Trade or Friendship,,1.5,46.8,Normal,NA,Natural Cure,Serene Grace,Healer,,0.0,100.0,0.0:100.0,140,255,10,10,75,135,55,540,3,0,0,0,0,0,3,30,Fast,800000,Fairy,NA,40
367,243,Raikou,Gold,2,,True,Sub Legendary,,NA,,1.9,178.0,Electric,NA,Pressure,NA,Inner Focus,,0.0,0.0,0.0:0.0,35,90,85,75,115,100,115,580,0,0,0,1,0,2,3,3,Slow,1250000,No Eggs,NA,80
368,244,Entei,Gold,2,,True,Sub Legendary,,NA,,2.1,198.0,Fire,NA,Pressure,NA,Inner Focus,,0.0,0.0,0.0:0.0,35,115,115,85,90,75,100,580,1,2,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,80
369,245,Suicune,Gold,2,,True,Sub Legendary,,NA,,2.0,187.0,Water,NA,Pressure,NA,Inner Focus,,0.0,0.0,0.0:0.0,35,100,75,115,90,115,85,580,0,0,1,0,2,0,3,3,Slow,1250000,No Eggs,NA,80
370,246,Larvitar,Gold,2,,False,NA,,NA,,0.6,72.0,Rock,Ground,Guts,NA,Sand Veil,,50.0,50.0,50.0:50.0,35,50,64,50,45,50,41,300,0,1,0,0,0,0,1,45,Slow,1250000,Monster,NA,40
371,247,Pupitar,Gold,2,,False,NA,370.0,Leveling Up,30.0,1.2,152.0,Rock,Ground,Shed Skin,NA,NA,,50.0,50.0,50.0:50.0,35,70,84,70,65,70,51,410,0,2,0,0,0,0,2,45,Slow,1250000,Monster,NA,40
372,248,Tyranitar,Gold,2,,False,NA,371.0,Leveling Up,55.0,2.0,202.0,Rock,Dark,Sand Stream,NA,Unnerve,,50.0,50.0,50.0:50.0,35,100,134,110,95,100,61,600,0,3,0,0,0,0,3,45,Slow,1250000,Monster,NA,40
373,249,Lugia,Gold,2,,True,Legendary,,NA,,5.2,216.0,Psychic,Flying,Pressure,NA,Multiscale,,0.0,0.0,0.0:0.0,0,106,90,130,90,154,110,680,0,0,0,0,3,0,3,3,Slow,1250000,No Eggs,NA,120
374,250,Ho-Oh,Gold,2,,True,Legendary,,NA,,3.8,199.0,Fire,Flying,Pressure,NA,Regenerator,,0.0,0.0,0.0:0.0,0,106,130,90,110,154,90,680,0,0,0,0,3,0,3,3,Slow,1250000,No Eggs,NA,120
375,251,Celebi,Gold,2,,True,Mythical,,NA,,0.6,5.0,Psychic,Grass,Natural Cure,NA,NA,,0.0,0.0,0.0:0.0,100,100,100,100,100,100,100,600,3,0,0,0,0,0,3,45,Medium Slow,1059860,No Eggs,NA,120
380,252,Treecko,Ruby,3,,False,NA,,NA,,0.5,5.0,Grass,NA,Overgrow,NA,Unburden,,87.5,12.5,87.5:12.5,50,40,45,35,65,55,70,310,0,0,0,0,0,1,1,45,Medium Slow,1059860,Monster,Dragon,20
381,253,Grovyle,Ruby,3,,False,NA,380.0,Leveling Up,16.0,0.9,21.6,Grass,NA,Overgrow,NA,Unburden,,87.5,12.5,87.5:12.5,50,50,65,45,85,65,95,405,0,0,0,0,0,2,2,45,Medium Slow,1059860,Monster,Dragon,20
382,254,Sceptile,Ruby,3,,False,NA,381.0,Leveling Up,36.0,1.7,52.2,Grass,NA,Overgrow,NA,Unburden,,87.5,12.5,87.5:12.5,50,70,85,65,105,85,120,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,Monster,Dragon,20
383,255,Torchic,Ruby,3,,False,NA,,NA,,0.4,2.5,Fire,NA,Blaze,NA,Speed Boost,,87.5,12.5,87.5:12.5,50,45,60,40,70,50,45,310,0,0,0,1,0,0,1,45,Medium Slow,1059860,Field,NA,20
384,256,Combusken,Ruby,3,,False,NA,383.0,Leveling Up,16.0,0.9,19.5,Fire,Fighting,Blaze,NA,Speed Boost,,87.5,12.5,87.5:12.5,50,60,85,60,85,60,55,405,0,1,0,1,0,0,2,45,Medium Slow,1059860,Field,NA,20
385,257,Blaziken,Ruby,3,,False,NA,384.0,Leveling Up,36.0,1.9,52.0,Fire,Fighting,Blaze,NA,Speed Boost,,87.5,12.5,87.5:12.5,50,80,120,70,110,70,80,530,0,3,0,0,0,0,3,45,Medium Slow,1059860,Field,NA,20
386,258,Mudkip,Ruby,3,,False,NA,,NA,,0.4,7.6,Water,NA,Torrent,NA,Damp,,87.5,12.5,87.5:12.5,50,50,70,50,50,50,40,310,0,1,0,0,0,0,1,45,Medium Slow,1059860,Monster,Water1,20
387,259,Marshtomp,Ruby,3,,False,NA,386.0,Leveling Up,16.0,0.7,28.0,Water,Ground,Torrent,NA,Damp,,87.5,12.5,87.5:12.5,50,70,85,70,60,70,50,405,0,2,0,0,0,0,2,45,Medium Slow,1059860,Monster,Water1,20
388,260,Swampert,Ruby,3,,False,NA,387.0,Leveling Up,36.0,1.5,81.9,Water,Ground,Torrent,NA,Damp,,87.5,12.5,87.5:12.5,50,100,110,90,85,90,60,535,0,3,0,0,0,0,3,45,Medium Slow,1059860,Monster,Water1,20
389,261,Poochyena,Ruby,3,,False,NA,,NA,,0.5,13.6,Dark,NA,Run Away,Quick Feet,Rattled,,50.0,50.0,50.0:50.0,50,35,55,35,30,30,35,220,0,1,0,0,0,0,1,255,Medium Fast,1000000,Field,NA,15
390,262,Mightyena,Ruby,3,,False,NA,389.0,Leveling Up,18.0,1.0,37.0,Dark,NA,Intimidate,Quick Feet,Moxie,,50.0,50.0,50.0:50.0,50,70,90,70,60,60,70,420,0,2,0,0,0,0,2,127,Medium Fast,1000000,Field,NA,15
391,263,Zigzagoon,Ruby,3,,False,NA,,NA,,0.4,17.5,Normal,NA,Pickup,Gluttony,Quick Feet,,50.0,50.0,50.0:50.0,50,38,30,41,30,41,60,240,0,0,0,0,0,1,1,255,Medium Fast,1000000,Field,NA,15
392,264,Linoone,Ruby,3,,False,NA,391.0,Leveling Up,20.0,0.5,32.5,Normal,NA,Pickup,Gluttony,Quick Feet,,50.0,50.0,50.0:50.0,50,78,70,61,50,61,100,420,0,0,0,0,0,2,2,90,Medium Fast,1000000,Field,NA,15
393,265,Wurmple,Ruby,3,,False,NA,,NA,,0.3,3.6,Bug,NA,Shield Dust,NA,Run Away,,50.0,50.0,50.0:50.0,50,45,45,35,20,30,20,195,1,0,0,0,0,0,1,255,Medium Fast,1000000,Bug,NA,15
394,266,Silcoon,Ruby,3,,False,NA,393.0,Leveling Up,,0.6,10.0,Bug,NA,Shed Skin,NA,NA,,50.0,50.0,50.0:50.0,50,50,35,55,25,25,15,205,0,0,2,0,0,0,2,120,Medium Fast,1000000,Bug,NA,15
395,267,Beautifly,Ruby,3,,False,NA,394.0,Leveling Up,10.0,1.0,28.4,Bug,Flying,Swarm,NA,Rivalry,,50.0,50.0,50.0:50.0,50,60,70,50,100,50,65,395,0,0,0,3,0,0,3,45,Medium Fast,1000000,Bug,NA,15
396,268,Cascoon,Ruby,3,,False,NA,393.0,Leveling Up,,0.7,11.5,Bug,NA,Shed Skin,NA,NA,,50.0,50.0,50.0:50.0,50,50,35,55,25,25,15,205,0,0,2,0,0,0,2,120,Medium Fast,1000000,Bug,NA,15
397,269,Dustox,Ruby,3,,False,NA,396.0,Leveling Up,10.0,1.2,31.6,Bug,Poison,Shield Dust,NA,Compound Eyes,,50.0,50.0,50.0:50.0,50,60,50,70,50,90,65,385,0,0,0,0,3,0,3,45,Medium Fast,1000000,Bug,NA,15
398,270,Lotad,Ruby,3,,False,NA,,NA,,0.5,2.6,Water,Grass,Swift Swim,Rain Dish,Own Tempo,,50.0,50.0,50.0:50.0,50,40,30,30,40,50,30,220,0,0,0,0,1,0,1,255,Medium Slow,1059860,Water1,Grass,15
399,271,Lombre,Ruby,3,,False,NA,398.0,Leveling Up,14.0,1.2,32.5,Water,Grass,Swift Swim,Rain Dish,Own Tempo,,50.0,50.0,50.0:50.0,50,60,50,50,60,70,50,340,0,0,0,0,2,0,2,120,Medium Slow,1059860,Water1,Grass,15
400,272,Ludicolo,Ruby,3,,False,NA,399.0,Evolution stone,,1.5,55.0,Water,Grass,Swift Swim,Rain Dish,Own Tempo,,50.0,50.0,50.0:50.0,50,80,70,70,90,100,70,480,0,0,0,0,3,0,3,45,Medium Slow,1059860,Water1,Grass,15
401,273,Seedot,Ruby,3,,False,NA,,NA,,0.5,4.0,Grass,NA,Chlorophyll,Early Bird,Pickpocket,,50.0,50.0,50.0:50.0,50,40,40,50,30,30,30,220,0,0,1,0,0,0,1,255,Medium Slow,1059860,Field,Grass,15
402,274,Nuzleaf,Ruby,3,,False,NA,401.0,Leveling Up,14.0,1.0,28.0,Grass,Dark,Chlorophyll,Early Bird,Pickpocket,,50.0,50.0,50.0:50.0,50,70,70,40,60,40,60,340,0,2,0,0,0,0,2,120,Medium Slow,1059860,Field,Grass,15
403,275,Shiftry,Ruby,3,,False,NA,402.0,Evolution stone,,1.3,59.6,Grass,Dark,Chlorophyll,Wind Rider,Pickpocket,,50.0,50.0,50.0:50.0,50,90,100,60,90,60,80,480,0,3,0,0,0,0,3,45,Medium Slow,1059860,Fairy,Grass,15
404,276,Taillow,Ruby,3,,False,NA,,NA,,0.3,2.3,Normal,Flying,Guts,NA,Scrappy,,50.0,50.0,50.0:50.0,50,40,55,30,30,30,85,270,0,0,0,0,0,1,1,200,Medium Slow,1059860,Flying,NA,15
405,277,Swellow,Ruby,3,,False,NA,404.0,Leveling Up,22.0,0.7,19.8,Normal,Flying,Guts,NA,Scrappy,,50.0,50.0,50.0:50.0,50,60,85,60,75,50,125,455,0,0,0,0,0,2,2,45,Medium Slow,1059860,Flying,NA,15
406,278,Wingull,Ruby,3,,False,NA,,NA,,0.6,9.5,Water,Flying,Keen Eye,Hydration,Rain Dish,,50.0,50.0,50.0:50.0,50,40,30,30,55,30,85,270,0,0,0,0,0,1,1,190,Medium Fast,1000000,Water1,Flying,20
407,279,Pelipper,Ruby,3,,False,NA,406.0,Leveling Up,25.0,1.2,28.0,Water,Flying,Keen Eye,Drizzle,Rain Dish,,50.0,50.0,50.0:50.0,50,60,50,100,95,70,65,440,0,0,2,0,0,0,2,45,Medium Fast,1000000,Water1,Flying,20
408,280,Ralts,Ruby,3,,False,NA,,NA,,0.4,6.6,Psychic,Fairy,Synchronize,Trace,Telepathy,,50.0,50.0,50.0:50.0,35,28,25,25,45,35,40,198,0,0,0,1,0,0,1,235,Slow,1250000,Human Like,Amorphous,20
409,281,Kirlia,Ruby,3,,False,NA,408.0,Leveling Up,20.0,0.8,20.2,Psychic,Fairy,Synchronize,Trace,Telepathy,,50.0,50.0,50.0:50.0,35,38,35,35,65,55,50,278,0,0,0,2,0,0,2,120,Slow,1250000,Human Like,Amorphous,20
410,282,Gardevoir,Ruby,3,,False,NA,409.0,Leveling Up,30.0,1.6,48.4,Psychic,Fairy,Synchronize,Trace,Telepathy,,50.0,50.0,50.0:50.0,35,68,65,65,125,115,80,518,0,0,0,3,0,0,3,45,Slow,1250000,Human Like,Amorphous,20
411,283,Surskit,Ruby,3,,False,NA,,NA,,0.5,1.7,Bug,Water,Swift Swim,NA,Rain Dish,,50.0,50.0,50.0:50.0,50,40,30,32,50,52,65,269,0,0,0,0,0,1,1,200,Medium Fast,1000000,Water1,Bug,15
412,284,Masquerain,Ruby,3,,False,NA,411.0,Leveling Up,22.0,0.8,3.6,Bug,Flying,Intimidate,NA,Unnerve,,50.0,50.0,50.0:50.0,50,70,60,62,100,82,80,454,0,0,0,1,1,0,2,75,Medium Fast,1000000,Water1,Bug,15
413,285,Shroomish,Ruby,3,,False,NA,,NA,,0.4,4.5,Grass,NA,Effect Spore,Poison Heal,Quick Feet,,50.0,50.0,50.0:50.0,50,60,40,60,40,60,35,295,1,0,0,0,0,0,1,255,Fluctuating,1640000,Fairy,Grass,15
414,286,Breloom,Ruby,3,,False,NA,413.0,Leveling Up,23.0,1.2,39.2,Grass,Fighting,Effect Spore,Poison Heal,Technician,,50.0,50.0,50.0:50.0,50,60,130,80,60,60,70,460,0,2,0,0,0,0,2,90,Fluctuating,1640000,Fairy,Grass,15
415,287,Slakoth,Ruby,3,,False,NA,,NA,,0.8,24.0,Normal,NA,Truant,NA,NA,,50.0,50.0,50.0:50.0,50,60,60,60,35,35,30,280,1,0,0,0,0,0,1,255,Slow,1250000,Field,NA,15
416,288,Vigoroth,Ruby,3,,False,NA,415.0,Leveling Up,18.0,1.4,46.5,Normal,NA,Vital Spirit,NA,NA,,50.0,50.0,50.0:50.0,50,80,80,80,55,55,90,440,0,0,0,0,0,2,2,120,Slow,1250000,Field,NA,15
417,289,Slaking,Ruby,3,,False,NA,416.0,Leveling Up,36.0,2.0,130.5,Normal,NA,Truant,NA,NA,,50.0,50.0,50.0:50.0,50,150,160,100,95,65,100,670,3,0,0,0,0,0,3,45,Slow,1250000,Field,NA,15
418,290,Nincada,Ruby,3,,False,NA,,NA,,0.5,5.5,Bug,Ground,Compound Eyes,NA,Run Away,,50.0,50.0,50.0:50.0,50,31,45,90,30,30,40,266,0,0,1,0,0,0,1,255,Erratic,600000,Bug,NA,15
419,291,Ninjask,Ruby,3,,False,NA,418.0,Leveling Up,20.0,0.8,12.0,Bug,Flying,Speed Boost,NA,Infiltrator,,50.0,50.0,50.0:50.0,50,61,90,45,50,50,160,456,0,0,0,0,0,2,2,120,Erratic,600000,Bug,NA,15
420,292,Shedinja,Ruby,3,,False,NA,418.0,NA,,0.8,1.2,Bug,Ghost,Wonder Guard,NA,NA,,0.0,0.0,0.0:0.0,50,1,90,45,30,30,40,236,2,0,0,0,0,0,2,45,Erratic,600000,Mineral,NA,15
421,293,Whismur,Ruby,3,,False,NA,,NA,,0.6,16.3,Normal,NA,Soundproof,NA,Rattled,,50.0,50.0,50.0:50.0,50,64,51,23,51,23,28,240,1,0,0,0,0,0,1,190,Medium Slow,1059860,Monster,Field,20
422,294,Loudred,Ruby,3,,False,NA,421.0,Leveling Up,20.0,1.0,40.5,Normal,NA,Soundproof,NA,Scrappy,,50.0,50.0,50.0:50.0,50,84,71,43,71,43,48,360,2,0,0,0,0,0,2,120,Medium Slow,1059860,Monster,Field,20
423,295,Exploud,Ruby,3,,False,NA,422.0,Leveling Up,40.0,1.5,84.0,Normal,NA,Soundproof,NA,Scrappy,,50.0,50.0,50.0:50.0,50,104,91,63,91,73,68,490,3,0,0,0,0,0,3,45,Medium Slow,1059860,Monster,Field,20
424,296,Makuhita,Ruby,3,,False,NA,,NA,,1.0,86.4,Fighting,NA,Thick Fat,Guts,Sheer Force,,75.0,25.0,75.0:25.0,50,72,60,30,20,30,25,237,1,0,0,0,0,0,1,180,Fluctuating,1640000,Human Like,NA,20
425,297,Hariyama,Ruby,3,,False,NA,424.0,Leveling Up,24.0,2.3,253.8,Fighting,NA,Thick Fat,Guts,Sheer Force,,75.0,25.0,75.0:25.0,50,144,120,60,40,60,50,474,2,0,0,0,0,0,2,200,Fluctuating,1640000,Human Like,NA,20
426,298,Azurill,Ruby,3,,False,NA,,NA,,0.2,2.0,Normal,Fairy,Thick Fat,Huge Power,Sap Sipper,,25.0,75.0,25.0:75.0,50,50,20,40,20,40,20,190,1,0,0,0,0,0,1,150,Fast,800000,No Eggs,NA,10
427,299,Nosepass,Ruby,3,,False,NA,,NA,,1.0,97.0,Rock,NA,Sturdy,Magnet Pull,Sand Force,,50.0,50.0,50.0:50.0,50,30,45,135,45,90,30,375,0,0,1,0,0,0,1,255,Medium Fast,1000000,Mineral,NA,20
428,300,Skitty,Ruby,3,,False,NA,,NA,,0.6,11.0,Normal,NA,Cute Charm,Normalize,Wonder Skin,,25.0,75.0,25.0:75.0,50,50,45,45,35,35,50,260,0,0,0,0,0,1,1,255,Fast,800000,Field,Fairy,15
429,301,Delcatty,Ruby,3,,False,NA,428.0,Evolution stone,,1.1,32.6,Normal,NA,Cute Charm,Normalize,Wonder Skin,,25.0,75.0,25.0:75.0,50,70,65,65,55,55,90,400,1,0,0,0,0,1,2,60,Fast,800000,Field,Fairy,15
430,302,Sableye,Ruby,3,,False,NA,,NA,,0.5,11.0,Dark,Ghost,Keen Eye,Stall,Prankster,,50.0,50.0,50.0:50.0,35,50,75,75,65,65,50,380,0,1,1,0,0,0,2,45,Medium Slow,1059860,Human Like,NA,25
431,303,Mawile,Ruby,3,,False,NA,,NA,,0.6,11.5,Steel,Fairy,Hyper Cutter,Intimidate,Sheer Force,,50.0,50.0,50.0:50.0,50,50,85,85,55,55,50,380,0,1,1,0,0,0,2,45,Fast,800000,Field,Fairy,20
432,304,Aron,Ruby,3,,False,NA,,NA,,0.4,60.0,Steel,Rock,Sturdy,Rock Head,Heavy Metal,,50.0,50.0,50.0:50.0,35,50,70,100,40,40,30,330,0,0,1,0,0,0,1,180,Slow,1250000,Monster,NA,35
433,305,Lairon,Ruby,3,,False,NA,432.0,Leveling Up,32.0,0.9,120.0,Steel,Rock,Sturdy,Rock Head,Heavy Metal,,50.0,50.0,50.0:50.0,35,60,90,140,50,50,40,430,0,0,2,0,0,0,2,90,Slow,1250000,Monster,NA,35
434,306,Aggron,Ruby,3,,False,NA,433.0,Leveling Up,42.0,2.1,360.0,Steel,Rock,Sturdy,Rock Head,Heavy Metal,,50.0,50.0,50.0:50.0,35,70,110,180,60,60,50,530,0,0,3,0,0,0,3,45,Slow,1250000,Monster,NA,35
435,307,Meditite,Ruby,3,,False,NA,,NA,,0.6,11.2,Fighting,Psychic,Pure Power,NA,Telepathy,,50.0,50.0,50.0:50.0,50,30,40,55,40,55,60,280,0,0,0,0,0,1,1,180,Medium Fast,1000000,Human Like,NA,20
436,308,Medicham,Ruby,3,,False,NA,435.0,Leveling Up,37.0,1.3,31.5,Fighting,Psychic,Pure Power,NA,Telepathy,,50.0,50.0,50.0:50.0,50,60,60,75,60,75,80,410,0,0,0,0,0,2,2,90,Medium Fast,1000000,Human Like,NA,20
437,309,Electrike,Ruby,3,,False,NA,,NA,,0.6,15.2,Electric,NA,Static,Lightning Rod,Minus,,50.0,50.0,50.0:50.0,50,40,45,40,65,40,65,295,0,0,0,0,0,1,1,120,Slow,1250000,Field,NA,20
438,310,Manectric,Ruby,3,,False,NA,437.0,Leveling Up,26.0,1.5,40.2,Electric,NA,Static,Lightning Rod,Minus,,50.0,50.0,50.0:50.0,50,70,75,60,105,60,105,475,0,0,0,0,0,2,2,45,Slow,1250000,Field,NA,20
439,311,Plusle,Ruby,3,,False,NA,,NA,,0.4,4.2,Electric,NA,Plus,NA,Lightning Rod,,50.0,50.0,50.0:50.0,50,60,50,40,85,75,95,405,0,0,0,0,0,1,1,200,Medium Fast,1000000,Fairy,NA,20
440,312,Minun,Ruby,3,,False,NA,,NA,,0.4,4.2,Electric,NA,Minus,NA,Volt Absorb,,50.0,50.0,50.0:50.0,50,60,40,50,75,85,95,405,0,0,0,0,0,1,1,200,Medium Fast,1000000,Fairy,NA,20
441,313,Volbeat,Ruby,3,,False,NA,,NA,,0.7,17.7,Bug,NA,Illuminate,Swarm,Prankster,,100.0,0.0,100.0:0.0,50,65,73,75,47,85,85,430,0,0,0,0,0,1,1,150,Erratic,600000,Bug,Human Like,15
442,314,Illumise,Ruby,3,,False,NA,,NA,,0.6,17.7,Bug,NA,Oblivious,Tinted Lens,Prankster,,0.0,100.0,0.0:100.0,50,65,47,75,73,85,85,430,0,0,0,0,0,1,1,150,Fluctuating,1640000,Bug,Human Like,15
443,315,Roselia,Ruby,3,,False,NA,604.0,NA,,0.3,2.0,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,,50.0,50.0,50.0:50.0,50,50,60,45,100,80,65,400,0,0,0,2,0,0,2,150,Medium Slow,1059860,Fairy,Grass,20
444,316,Gulpin,Ruby,3,,False,NA,,NA,,0.4,10.3,Poison,NA,Liquid Ooze,Sticky Hold,Gluttony,,50.0,50.0,50.0:50.0,50,70,43,53,43,53,40,302,1,0,0,0,0,0,1,225,Fluctuating,1640000,Amorphous,NA,20
445,317,Swalot,Ruby,3,,False,NA,444.0,Leveling Up,26.0,1.7,80.0,Poison,NA,Liquid Ooze,Sticky Hold,Gluttony,,50.0,50.0,50.0:50.0,50,100,73,83,73,83,55,467,2,0,0,0,0,0,2,75,Fluctuating,1640000,Amorphous,NA,20
446,318,Carvanha,Ruby,3,,False,NA,,NA,,0.8,20.8,Water,Dark,Rough Skin,NA,Speed Boost,,50.0,50.0,50.0:50.0,35,45,90,20,65,20,65,305,0,1,0,0,0,0,1,225,Slow,1250000,Water2,NA,20
447,319,Sharpedo,Ruby,3,,False,NA,446.0,Leveling Up,30.0,1.8,88.8,Water,Dark,Rough Skin,NA,Speed Boost,,50.0,50.0,50.0:50.0,35,70,120,40,95,40,95,460,0,2,0,0,0,0,2,60,Slow,1250000,Water2,NA,20
448,320,Wailmer,Ruby,3,,False,NA,,NA,,2.0,130.0,Water,NA,Water Veil,Oblivious,Pressure,,50.0,50.0,50.0:50.0,50,130,70,35,70,35,60,400,1,0,0,0,0,0,1,125,Fluctuating,1640000,Field,Water2,40
449,321,Wailord,Ruby,3,,False,NA,448.0,Leveling Up,40.0,14.5,398.0,Water,NA,Water Veil,Oblivious,Pressure,,50.0,50.0,50.0:50.0,50,170,90,45,90,45,60,500,2,0,0,0,0,0,2,60,Fluctuating,1640000,Field,Water2,40
450,322,Numel,Ruby,3,,False,NA,,NA,,0.7,24.0,Fire,Ground,Oblivious,Simple,Own Tempo,,50.0,50.0,50.0:50.0,50,60,60,40,65,45,35,305,0,0,0,1,0,0,1,255,Medium Fast,1000000,Field,NA,20
451,323,Camerupt,Ruby,3,,False,NA,450.0,Leveling Up,33.0,1.9,220.0,Fire,Ground,Magma Armor,Solid Rock,Anger Point,,50.0,50.0,50.0:50.0,50,70,100,70,105,75,40,460,0,1,0,1,0,0,2,150,Medium Fast,1000000,Field,NA,20
452,324,Torkoal,Ruby,3,,False,NA,,NA,,0.5,80.4,Fire,NA,White Smoke,Drought,Shell Armor,,50.0,50.0,50.0:50.0,50,70,85,140,85,70,20,470,0,0,2,0,0,0,2,90,Medium Fast,1000000,Field,NA,20
453,325,Spoink,Ruby,3,,False,NA,,NA,,0.7,30.6,Psychic,NA,Thick Fat,Own Tempo,Gluttony,,50.0,50.0,50.0:50.0,50,60,25,35,70,80,60,330,0,0,0,0,1,0,1,255,Fast,800000,Field,NA,20
454,326,Grumpig,Ruby,3,,False,NA,453.0,Leveling Up,32.0,0.9,71.5,Psychic,NA,Thick Fat,Own Tempo,Gluttony,,50.0,50.0,50.0:50.0,50,80,45,65,90,110,80,470,0,0,0,0,2,0,2,60,Fast,800000,Field,NA,20
455,327,Spinda,Ruby,3,,False,NA,,NA,,1.1,5.0,Normal,NA,Own Tempo,Tangled Feet,Contrary,,50.0,50.0,50.0:50.0,50,60,60,60,60,60,60,360,0,0,0,1,0,0,1,255,Fast,800000,Field,Human Like,15
456,328,Trapinch,Ruby,3,,False,NA,,NA,,0.7,15.0,Ground,NA,Hyper Cutter,Arena Trap,Sheer Force,,50.0,50.0,50.0:50.0,50,45,100,45,45,45,10,290,0,1,0,0,0,0,1,255,Medium Slow,1059860,Bug,Dragon,20
457,329,Vibrava,Ruby,3,,False,NA,456.0,Leveling Up,35.0,1.1,15.3,Ground,Dragon,Levitate,NA,NA,,50.0,50.0,50.0:50.0,50,50,70,50,50,50,70,340,0,1,0,0,0,1,2,120,Medium Slow,1059860,Bug,Dragon,20
458,330,Flygon,Ruby,3,,False,NA,457.0,Leveling Up,45.0,2.0,82.0,Ground,Dragon,Levitate,NA,NA,,50.0,50.0,50.0:50.0,50,80,100,80,80,80,100,520,0,1,0,0,0,2,3,45,Medium Slow,1059860,Bug,Dragon,20
459,331,Cacnea,Ruby,3,,False,NA,,NA,,0.4,51.3,Grass,NA,Sand Veil,NA,Water Absorb,,50.0,50.0,50.0:50.0,35,50,85,40,85,40,35,335,0,0,0,1,0,0,1,190,Medium Slow,1059860,Grass,Human Like,20
460,332,Cacturne,Ruby,3,,False,NA,459.0,Leveling Up,32.0,1.3,77.4,Grass,Dark,Sand Veil,NA,Water Absorb,,50.0,50.0,50.0:50.0,35,70,115,60,115,60,55,475,0,1,0,1,0,0,2,60,Medium Slow,1059860,Grass,Human Like,20
461,333,Swablu,Ruby,3,,False,NA,,NA,,0.4,1.2,Normal,Flying,Natural Cure,NA,Cloud Nine,,50.0,50.0,50.0:50.0,50,45,40,60,40,75,50,310,0,0,0,0,1,0,1,255,Erratic,600000,Flying,Dragon,20
462,334,Altaria,Ruby,3,,False,NA,461.0,Leveling Up,35.0,1.1,20.6,Dragon,Flying,Natural Cure,NA,Cloud Nine,,50.0,50.0,50.0:50.0,50,75,70,90,70,105,80,490,0,0,0,0,2,0,2,45,Erratic,600000,Flying,Dragon,20
463,335,Zangoose,Ruby,3,,False,NA,,NA,,1.3,40.3,Normal,NA,Immunity,NA,Toxic Boost,,50.0,50.0,50.0:50.0,50,73,115,60,60,60,90,458,0,2,0,0,0,0,2,90,Erratic,600000,Field,NA,20
464,336,Seviper,Ruby,3,,False,NA,,NA,,2.7,52.5,Poison,NA,Shed Skin,NA,Infiltrator,,50.0,50.0,50.0:50.0,50,73,100,60,100,60,65,458,0,1,0,1,0,0,2,90,Fluctuating,1640000,Field,Dragon,20
465,337,Lunatone,Ruby,3,,False,NA,,NA,,1.0,168.0,Rock,Psychic,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,90,55,65,95,85,70,460,0,0,0,2,0,0,2,45,Fast,800000,Mineral,NA,25
466,338,Solrock,Ruby,3,,False,NA,,NA,,1.2,154.0,Rock,Psychic,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,90,95,85,55,65,70,460,0,2,0,0,0,0,2,45,Fast,800000,Mineral,NA,25
467,339,Barboach,Ruby,3,,False,NA,,NA,,0.4,1.9,Water,Ground,Oblivious,Anticipation,Hydration,,50.0,50.0,50.0:50.0,50,50,48,43,46,41,60,288,1,0,0,0,0,0,1,190,Medium Fast,1000000,Water2,NA,20
468,340,Whiscash,Ruby,3,,False,NA,467.0,Leveling Up,30.0,0.9,23.6,Water,Ground,Oblivious,Anticipation,Hydration,,50.0,50.0,50.0:50.0,50,110,78,73,76,71,60,468,2,0,0,0,0,0,2,75,Medium Fast,1000000,Water2,NA,20
469,341,Corphish,Ruby,3,,False,NA,,NA,,0.6,11.5,Water,NA,Hyper Cutter,Shell Armor,Adaptability,,50.0,50.0,50.0:50.0,50,43,80,65,50,35,35,308,0,1,0,0,0,0,1,205,Fluctuating,1640000,Water1,Water3,15
